cluster,geo_id,StartTime,EndTime,Lon.50.,Lon.2.5.,Lon.97.5.,Lat.50.,Lat.2.5.,Lat.97.5.,sitenum,duration,period,geo.id2,band.id,animal.id,animal.taxon,deploy.on.date,deploy.on.time_GMT,deploy.off.date,deploy.off.time,lig.estimated.deploy.day,lig.estimated.recovery.day,animal.latest.date.born,animal.life.stage,Age.status,Wing.cord.mm,animal.mass,animal.sex,animal.taxon.detail,attachment.type,deploy.latitude,deploy.longitude,recovery.latitude,recovery.longitude,deployment.comments,deployment.end.type,manipulation.type,study.site,deploy.range,tag.comments,study.site.specification,tag.manufacturer.name,tag.mass,tag.model,tag.readout.method,tag.serial.no,Study,preliminary_analysis,recording_interval_seconds,light_threshold,Time_shift_hours,Recorded_North_South_mig,Light_Data_Available,Time_shift,In_habitat_median_zenith_angle,Hill_Ekstrom_median_angle,tol,MCMC.iter,MCMC.thin,MCMC.chains,changeLight.days,changelight.quantile,mergesites.distance,stat.nbr.limit,path.elongated,Insert_twilights,Range_region,Fall_carrib_edits,Clock_drift_edits,mod.deploy.lon,mod.deploy.lat,nbr.arrival,nbr.departure,spring.equinox.year,spring.equinox.date,Recaptured,IH.calib.start,IH.calib.end,IH.calib.start2,IH.calib.end2,Zenith0_adjustment,br.departure,br.arrival,br.departure.woodsworth,br.arrival.woodsworth,nbr.arrival.woodsworth,nbr.departure.woodsworth,X,First.trans.flight.start,first.trans.flight.start,First.trans.flight.start.1,first.trans.flight.start.1,light.review.quality,Breeding_region_MC,site_type,IQR.lon.dist,IQR.lat.dist,fall.br.departure,spring.br.arrival,NB_count,year.difference,NB.first.site.arrival,id,sorted.num,next.cluster
3,V7638_011,2018-09-01T11:26:30Z,2018-09-03T11:29:05Z,-96.59791555931687,-101.45469172594217,-92.93863917651424,59.73611267426784,55.330950377860496,63.273728736886845,3,2.0017973856241613,Post-breeding migration,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Stopover,477449.3313829099,884186.0424106456,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,NA,0,2018-10-11T22:24:49Z,1,3,NA
3,V7638_011,2018-09-05T11:05:20Z,2018-09-08T11:13:30Z,-88.11303587163346,-91.84833706245533,-84.31301753624736,54.56474253232682,50.31160431288461,56.86192312085538,4,3.0056712962962964,Post-breeding migration,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Stopover,486105.1086618221,729178.1542369087,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,NA,0,2018-10-11T22:24:49Z,1,3,6
6,V7638_011,2018-09-15T10:23:45Z,2018-09-17T23:09:30Z,-72.74089503165128,-75.6575809126291,-69.6772842933639,55.64765404877677,52.32497572820129,57.292030935100215,6,2.5317708333333333,Post-breeding migration,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Stopover,375538.60665343906,552930.0563740669,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,NA,0,2018-10-11T22:24:49Z,1,6,NA
6,V7638_011,2018-09-19T10:34:30Z,2018-09-28T10:35:16Z,-72.25675368432513,-73.97183681802915,-70.40818745669536,54.89018303434236,48.36921555361423,57.025382802264964,7,9.000536616157602,Post-breeding migration,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Stopover,228137.66494039557,963600.1303412113,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,NA,0,2018-10-11T22:24:49Z,1,6,NA
6,V7638_011,2018-09-29T22:46:50Z,2018-10-10T10:57:15Z,-73.45370919088252,-74.67008100718785,-72.32578190762462,42.308907999338444,39.83080550885403,47.776017759073966,8,10.507233796296296,Post-breeding migration,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Stopover,192985.2940938001,884456.9819389626,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,NA,0,2018-10-11T22:24:49Z,1,6,13
13,V7638_011,2018-10-11T22:24:49Z,2018-10-26T22:20:40Z,-68.0544650890626,-69.82353556099434,-66.30969718003493,7.087655616464115,-0.18400186343173489,10.730138074852242,9,14.997113289755802,Non-breeding period,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Nonbreeding,388168.7511518965,1214956.5003763025,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,1,0,2018-10-11T22:24:49Z,1,13,17
17,V7638_011,NA,NA,-149.416795,-149.41913,-149.41913,63.722625,63.72384,63.72384,9,NA,Post-breeding migration,,1760-53590,NA,Setophaga,2018-07-12,,2019-07-08,NA,,,,AHY,Adult,NA,NA,Male,Striata,,63.72384,-149.41913,63.72527,-149.41557,,,,"Denali, Alaska",Breeding,,,Biotrack,,MK-6040,,,Unpublished,No,120,NA,NA,Both,Yes,No,91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,No,Western,FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,2019-03-19,Yes,2018-07-25T04:00:00Z,2018-08-25T04:00:00Z,NA,NA,3.5,2018-08-22,2019-05-22,,,,,NA,,,,,,Northwestern Region,Breeding,0,0,2018-08-21T13:51:22Z,2019-05-21T07:06:00Z,NA,0,NA,NA,17,NA
23,V8296_004,2019-07-11T00:54:46Z,2019-08-16T09:26:46Z,-71.08716,-71.08315,-71.08315,47.38339,47.38248,47.38248,1,36.355555555555554,Breeding,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-04,2020-04-18,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-20T22:57:26Z,2020-05-26T00:50:16Z,NA,0,NA,NA,23,5
5,V8296_004,2019-09-21T09:56:01Z,2019-09-28T22:27:26Z,-67.54701590158612,-68.01419986740973,-67.25719728927578,48.79040829163021,47.47923593837784,49.943235988830565,6,7.521817129629629,Post-breeding migration,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-04,2020-04-18,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Stopover,55517.580514045905,274291.230930998,2019-09-20T22:57:26Z,2020-05-26T00:50:16Z,NA,0,2019-10-04T10:16:46Z,1,5,9
9,V8296_004,2019-09-30T10:08:31Z,2019-10-02T22:48:46Z,-71.56176116157434,-71.74994120990672,-71.47085905008738,17.82887344018803,17.709010561108446,18.096989935048615,7,2.527951388888889,Post-breeding migration,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-04,2020-04-18,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Stopover,29575.281729120656,43189.666345312486,2019-09-20T22:57:26Z,2020-05-26T00:50:16Z,NA,0,2019-10-04T10:16:46Z,1,9,13
13,V8296_004,2019-10-04T10:16:46Z,2020-02-15T22:58:16Z,-67.91293812544423,-68.09358186562793,-67.73745502514244,5.128682896793951,4.5631014172750435,5.6884647432511235,8,134.52881944444445,Non-breeding period,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-04,2020-04-18,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Nonbreeding,39485.14143240004,125274.87240508194,2019-09-20T22:57:26Z,2020-05-26T00:50:16Z,1,0,2019-10-04T10:16:46Z,1,13,23
23,V8296_004,NA,NA,-71.08716,-71.08315,-71.08315,47.38339,47.38248,47.38248,8,NA,Post-breeding migration,,2920-25333,NA,Setophaga,2019-07-10,7:00,?,NA,2019-07-10,,,SY,Adult,71,12,Male,striata,harness,47.38248,-71.08315,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No ,120,NA,59.21956088,Both,Yes,Yes,92.847678177219,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-04,2020-04-18,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-10,2020-05-27,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-20T22:57:26Z,2020-05-26T00:50:16Z,NA,0,NA,NA,23,NA
23,V8296_005,2019-06-19T01:18:52Z,2019-08-26T23:52:40Z,-71.08716,-71.09479,-71.09479,47.38339,47.38323,47.38323,1,68.94013888888888,Breeding,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Breeding,0,0,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,NA,NA,23,6
6,V8296_005,2019-09-01T23:28:59Z,2019-09-05T23:31:00Z,-71.31474295403666,-72.18057608829608,-70.38292819756327,44.46432862210983,42.57169279814988,46.95793364183185,2,4.0014004629629625,Post-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Stopover,142815.28620415396,488274.09721533535,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,2019-10-11T10:33:06Z,1,6,5
5,V8296_005,2019-09-11T09:34:32Z,2019-09-21T09:45:13Z,-64.44567106323005,-64.96783300357856,-63.7390894522248,44.841885965982506,44.160834806538695,45.84393163379731,3,10.00741898148148,Post-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Stopover,96985.87957687733,187361.48176620336,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,2019-10-11T10:33:06Z,1,5,NA
5,V8296_005,2019-09-23T09:47:25Z,2019-09-29T09:51:47Z,-64.06082302274535,-64.07845829229726,-64.05267054052067,50.7417494049829,50.65713649800979,50.75903356664974,4,6.0030324074074075,Post-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Stopover,1816.6142395780578,11343.129794326753,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,2019-10-11T10:33:06Z,1,5,10
10,V8296_005,2019-09-30T22:28:47Z,2019-10-03T22:40:42Z,-68.45013413444062,-68.45840166052811,-68.43050555937452,18.407713697844958,18.369086883665744,18.62036406430601,5,3.008275462962963,Post-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Stopover,2946.488381318523,27972.047796843915,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,2019-10-11T10:33:06Z,1,10,14
14,V8296_005,2019-10-11T10:33:06Z,2020-03-14T10:52:02Z,-71.36577610636112,-71.40560825964549,-71.33607842402004,1.9066825313368072,1.5894424594814134,2.1172367570825132,6,155.01314814814813,Non-breeding period,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Nonbreeding,7735.740570402087,58753.792452547954,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,1,0,2019-10-11T10:33:06Z,1,14,23
23,V8296_005,NA,NA,-71.08716,-71.09479,-71.09479,47.38339,47.38323,47.38323,6,NA,Post-breeding migration,,2920-25307,NA,Setophaga,2019-06-18,6:45,?,NA,2019-06-18,,,SY,Adult,72,11.4,Male,striata,harness,47.38323,-71.09479,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,Yes ,120,NA,55.95313996,Both,Yes,Yes,93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,Yes,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,2020-03-19,No,2019-07-01T04:00:00Z,2019-08-20T04:00:00Z,NA,NA,0,2019-09-09,2020-05-27,,,,,NA,2019-09-28,2019-10-01,2019-10-08,2019-10-09,good,Eastern Region,Breeding,0,0,2019-09-08T23:30:02Z,2020-05-27T08:51:32Z,NA,0,NA,NA,23,NA
23,V8296_006,2019-07-09T00:45:39Z,2019-08-14T09:28:02Z,-71.08716,-71.08172,-71.08172,47.38339,47.38599,47.38599,1,36.3627662037037,Breeding,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,NA,0,NA,NA,23,6
6,V8296_006,2019-08-28T09:42:04Z,2019-08-31T09:53:55Z,-69.7896673862072,-71.2909530060351,-68.01239239968682,44.85175681008244,43.71199685387911,47.616958279303844,3,3.0082291666666667,Post-breeding migration,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Stopover,258720.42370796288,434698.3174456577,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,NA,0,2019-10-13T22:37:27Z,1,6,NA
6,V8296_006,2019-09-21T23:07:06Z,2019-09-24T10:32:12Z,-73.58722438537882,-74.87442193526212,-72.27733763103363,49.28200490126454,43.14015179792318,53.766603561959506,6,2.475763888888889,Post-breeding migration,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Stopover,188585.18219687877,1182931.1993118073,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,NA,0,2019-10-13T22:37:27Z,1,6,7
7,V8296_006,2019-09-29T23:16:57Z,2019-10-11T22:59:16Z,-79.18992779357905,-79.36341288334783,-79.04824184843993,33.67259846652571,33.15391280388712,34.93921101688905,7,11.987719907407406,Post-breeding migration,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Stopover,29198.138574908302,198738.48798551608,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,NA,0,2019-10-13T22:37:27Z,1,7,11
11,V8296_006,2019-10-13T22:37:27Z,2019-11-18T10:25:47Z,-69.8694742476962,-70.21572878655572,-69.51944115434715,9.026312452486728,7.495373129025762,10.390291134853085,8,35.491898148148145,Non-breeding period,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Nonbreeding,76550.51513180159,322260.79829697654,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,1,0,2019-10-13T22:37:27Z,1,11,23
23,V8296_006,NA,NA,-71.08716,-71.08172,-71.08172,47.38339,47.38599,47.38599,8,NA,Post-breeding migration,,2920-25329,NA,Setophaga,2019-07-09,8:20,?,NA,2019-07-09,,,AHY,Adult,73,13.1,Male,striata,harness,47.38599,-71.08172,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,NA,Both,Yes,Yes,92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,Yes ,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,2020-03-19,No,2019-07-17T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,2019-09-21,2020-05-28,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-27T10:35:12Z,2020-05-28T00:40:57Z,NA,0,NA,NA,23,NA
23,V8296_007,2019-07-09T01:03:06Z,2019-07-10T01:08:06Z,-71.08716,-71.0869,-71.0869,47.38339,47.38746,47.38746,1,1.003472222222222,Breeding,,2920-25318,NA,Setophaga,2019-06-20,5:35,?,NA,2019-06-20,,,AHY,Adult,73,12.1,Male,striata,harness,47.38746,-71.0869,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,54.3868677,South and partial North,Yes,Yes,92.9078259433251,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-12,2020-04-30,2020,2020-03-19,No,2019-07-10T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,NA,NA,,,,,NA,,,,,,Eastern Region,Breeding,0,0,2019-09-22T22:52:00Z,NA,NA,0,NA,NA,23,6
6,V8296_007,2019-08-27T09:46:50Z,2019-09-20T10:08:54Z,-70.64791513751027,-70.66030063387035,-70.64511166652369,41.99786814596523,41.960081547633436,42.00613994322695,5,24.015324074074073,Post-breeding migration,,2920-25318,NA,Setophaga,2019-06-20,5:35,?,NA,2019-06-20,,,AHY,Adult,73,12.1,Male,striata,harness,47.38746,-71.0869,NA,NA,,,,Quebec,Breeding,,,Lotek,?,ML-6740,,,Unpublished,No,120,NA,54.3868677,South and partial North,Yes,Yes,92.9078259433251,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,,Eastern,FALSE,FALSE,-71.08716,47.38339,2019-10-12,2020-04-30,2020,2020-03-19,No,2019-07-10T04:00:00Z,2019-09-10T04:00:00Z,NA,NA,0,NA,NA,,,,,NA,,,,,,Eastern Region,Stopover,1256.5722551474553,5127.197144224943,2019-09-22T22:52:00Z,NA,NA,0,2019-10-12T10:05:36Z,1,6,NA
