cluster,next.cluster,geo_id,StartTime,EndTime,Lon.50.,Lon.2.5.,Lon.97.5.,Lat.50.,Lat.2.5.,Lat.97.5.,sitenum,duration,period,geo.id2,band.id,animal.id,animal.taxon,deploy.on.date,deploy.on.time_GMT,deploy.off.date,deploy.off.time,lig.estimated.deploy.day,lig.estimated.recovery.day,animal.latest.date.born,animal.life.stage,Age.status,Wing.cord.mm,animal.mass,animal.sex,animal.taxon.detail,attachment.type,deploy.latitude,deploy.longitude,recovery.latitude,recovery.longitude,deployment.comments,deployment.end.type,manipulation.type,study.site,deploy.range,tag.comments,study.site.specification,tag.manufacturer.name,tag.mass,tag.model,tag.readout.method,tag.serial.no,Study,preliminary_analysis,recording_interval_seconds,light_threshold,Time_shift_hours,Recorded_North_South_mig,Light_Data_Available,Time_shift,In_habitat_median_zenith_angle,Hill_Ekstrom_median_angle,tol,MCMC.iter,MCMC.thin,MCMC.chains,changeLight.days,changelight.quantile,mergesites.distance,stat.nbr.limit,path.elongated,Insert_twilights,Range_region,Fall_carrib_edits,Clock_drift_edits,mod.deploy.lon,mod.deploy.lat,nbr.arrival,nbr.departure,spring.equinox.year,spring.equinox.date,Recaptured,IH.calib.start,IH.calib.end,IH.calib.start2,IH.calib.end2,Zenith0_adjustment,br.departure,br.arrival,br.departure.woodsworth,br.arrival.woodsworth,nbr.arrival.woodsworth,nbr.departure.woodsworth,X,First.trans.flight.start,first.trans.flight.start,First.trans.flight.start.1,first.trans.flight.start.1,light.review.quality,Breeding_region_MC,site_type,IQR.lon.dist,IQR.lat.dist,fall.br.departure,spring.br.arrival,NB_count,year.difference,NB.last.site.arrival,sorted.num
6,3,4105_017,2017-05-04T10:35:07Z,2017-05-12T00:46:10Z,-85.17914449360177,-86.52619000407879,-83.81874943789339,32.597338106028914,30.67136395500455,34.9117817251636,8,7.591006944444444,Pre-breeding migration,,2740-81712,NA,Setophaga,2016-06-16,,2017-06-21,NA,2016-06-16,2017-06-21,,ASY,Adult,77,12.75,Male,striata,harness,58.71087,-93.84027,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-11-15,2017-04-23,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,2,2016-09-13,2017-05-31,2016-08-19 0:00,2017-06-06 0:00,2016-11-30 0:00,2017-03-22 0:00,NA,,,,,,Central Region,Stopover,253908.17683337294,472041.146924854,2016-09-13T00:51:22Z,2017-05-31T03:13:19Z,NA,0,2016-11-15T22:28:51Z,6
3,2,4105_017,2017-05-13T10:24:41Z,2017-05-16T01:08:12Z,-86.0198505056268,-88.49851034931108,-83.60607357892812,36.03564490898175,33.40467296457391,39.50537151612671,9,2.6135532407407407,Pre-breeding migration,,2740-81712,NA,Setophaga,2016-06-16,,2017-06-21,NA,2016-06-16,2017-06-21,,ASY,Adult,77,12.75,Male,striata,harness,58.71087,-93.84027,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-11-15,2017-04-23,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,2,2016-09-13,2017-05-31,2016-08-19 0:00,2017-06-06 0:00,2016-11-30 0:00,2017-03-22 0:00,NA,,,,,,Central Region,Stopover,440364.1579008112,679126.6562421186,2016-09-13T00:51:22Z,2017-05-31T03:13:19Z,NA,0,2016-11-15T22:28:51Z,3
2,17,4105_017,2017-05-17T10:13:13Z,2017-05-23T10:15:15Z,-90.31866113844161,-91.87028207495234,-88.83103136614163,39.934185691499934,38.55146665830924,41.73498491802628,10,6.001412037037037,Pre-breeding migration,,2740-81712,NA,Setophaga,2016-06-16,,2017-06-21,NA,2016-06-16,2017-06-21,,ASY,Adult,77,12.75,Male,striata,harness,58.71087,-93.84027,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-11-15,2017-04-23,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,2,2016-09-13,2017-05-31,2016-08-19 0:00,2017-06-06 0:00,2016-11-30 0:00,2017-03-22 0:00,NA,,,,,,Central Region,Stopover,259411.26357746543,354387.63160278916,2016-09-13T00:51:22Z,2017-05-31T03:13:19Z,NA,0,2016-11-15T22:28:51Z,2
17,NA,4105_017,2017-05-31T03:13:19Z,2017-06-21T08:07:28Z,-93.8313,-93.84027,-93.84027,58.71955,58.71087,58.71087,11,21.204270833333332,Breeding,,2740-81712,NA,Setophaga,2016-06-16,,2017-06-21,NA,2016-06-16,2017-06-21,,ASY,Adult,77,12.75,Male,striata,harness,58.71087,-93.84027,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-11-15,2017-04-23,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,2,2016-09-13,2017-05-31,2016-08-19 0:00,2017-06-06 0:00,2016-11-30 0:00,2017-03-22 0:00,NA,,,,,,Central Region,Breeding,0,0,2016-09-13T00:51:22Z,2017-05-31T03:13:19Z,NA,0,NA,17
17,11,4210_002,NA,NA,-93.8313,-93.8201,-93.8201,58.71955,58.63169,58.63169,1,NA,Pre-breeding migration,,2740-81732,NA,Setophaga,2016-06-22,,2017-06-21,NA,2016-06-22,2017-06-21,,AHY,Adult,78,13.5,Male,striata,harness,58.63169,-93.8201,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-15,2017-04-28,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,0,2016-09-06,2017-06-01,2016-09-06 0:00,2017-06-01 0:00,,,NA,,,,,,Central Region,Breeding,0,0,2016-09-06T01:04:40Z,2017-06-01T03:33:37Z,NA,0,NA,17
11,6,4210_002,2016-10-15T21:56:44Z,2017-04-28T22:31:04Z,-63.872037210753625,-64.020670554874485,-63.72356419332604,-1.5051802759119708,-2.243526085192767,-0.7898379659826356,7,195.0238425925926,Non-breeding period,,2740-81732,NA,Setophaga,2016-06-22,,2017-06-21,NA,2016-06-22,2017-06-21,,AHY,Adult,78,13.5,Male,striata,harness,58.63169,-93.8201,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-15,2017-04-28,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,0,2016-09-06,2017-06-01,2016-09-06 0:00,2017-06-01 0:00,,,NA,,,,,,Central Region,Nonbreeding,33062.31690078396,161823.82120270343,2016-09-06T01:04:40Z,2017-06-01T03:33:37Z,1,0,2016-10-15T21:56:44Z,11
6,2,4210_002,2017-05-04T10:45:34Z,2017-05-12T00:32:30Z,-83.8783065933503,-85.41390461951232,-82.308307024801735,33.03733428465404,30.679089126956708,35.7561533438163,8,7.574259259259259,Pre-breeding migration,,2740-81732,NA,Setophaga,2016-06-22,,2017-06-21,NA,2016-06-22,2017-06-21,,AHY,Adult,78,13.5,Male,striata,harness,58.63169,-93.8201,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-15,2017-04-28,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,0,2016-09-06,2017-06-01,2016-09-06 0:00,2017-06-01 0:00,,,NA,,,,,,Central Region,Stopover,289806.47439620545,565176.2033455599,2016-09-06T01:04:40Z,2017-06-01T03:33:37Z,NA,0,2016-10-15T21:56:44Z,6
2,NA,4210_002,2017-05-13T10:30:45Z,2017-05-24T01:47:36Z,-92.01321207200338,-93.26879378986918,-90.75256054161967,39.804442686948036,38.513173134960965,41.34459942741674,9,10.636701388888888,Pre-breeding migration,,2740-81732,NA,Setophaga,2016-06-22,,2017-06-21,NA,2016-06-22,2017-06-21,,AHY,Adult,78,13.5,Male,striata,harness,58.63169,-93.8201,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-15,2017-04-28,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,0,2016-09-06,2017-06-01,2016-09-06 0:00,2017-06-01 0:00,,,NA,,,,,,Central Region,Stopover,215179.6831055781,315192.9330948632,2016-09-06T01:04:40Z,2017-06-01T03:33:37Z,NA,0,2016-10-15T21:56:44Z,2
2,17,4210_002,2017-05-25T10:03:37Z,2017-05-28T09:55:37Z,-97.88135448261738,-99.94469147946911,-95.64866618220934,50.23209788195321,49.11929799822598,51.745759215951345,10,2.9944444444444445,Pre-breeding migration,,2740-81732,NA,Setophaga,2016-06-22,,2017-06-21,NA,2016-06-22,2017-06-21,,AHY,Adult,78,13.5,Male,striata,harness,58.63169,-93.8201,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-15,2017-04-28,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,0,2016-09-06,2017-06-01,2016-09-06 0:00,2017-06-01 0:00,,,NA,,,,,,Central Region,Stopover,305872.29904504,292376.3253454687,2016-09-06T01:04:40Z,2017-06-01T03:33:37Z,NA,0,2016-10-15T21:56:44Z,2
17,NA,4210_002,2017-06-01T03:33:37Z,2017-06-22T08:13:24Z,-93.8313,-93.8201,-93.8201,58.71955,58.63169,58.63169,11,21.19429398148148,Breeding,,2740-81732,NA,Setophaga,2016-06-22,,2017-06-21,NA,2016-06-22,2017-06-21,,AHY,Adult,78,13.5,Male,striata,harness,58.63169,-93.8201,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-15,2017-04-28,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,0,2016-09-06,2017-06-01,2016-09-06 0:00,2017-06-01 0:00,,,NA,,,,,,Central Region,Breeding,0,0,2016-09-06T01:04:40Z,2017-06-01T03:33:37Z,NA,0,NA,17
17,12,4210_004,NA,NA,-93.8313,-93.8277,-93.8277,58.71955,58.73192,58.73192,1,NA,Pre-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Breeding,0,0,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,NA,17
12,10,4210_004,2016-11-30T10:41:01Z,2017-04-17T10:39:49Z,-72.87317095933,-73.08755997841098,-72.6914391138825,1.1040869880481707,0.22339140802430302,1.936703203851633,8,137.99916781222103,Non-breeding period,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Nonbreeding,44087.786049682174,190724.99668160747,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,2,0,2016-11-30T10:41:01Z,12
10,9,4210_004,2017-04-18T22:56:52Z,2017-04-29T10:26:06Z,-71.63485258285107,-72.60909260547092,-70.71459108965843,7.859023700059559,4.778596931904887,11.089455179161781,9,10.478642020534586,Pre-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Stopover,208913.93666229094,702521.5265531684,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,2016-11-30T10:41:01Z,10
9,6,4210_004,2017-04-30T23:04:24Z,2017-05-05T22:55:16Z,-68.99740314743147,-69.75013573657533,-68.45817928599232,10.984985366249372,9.776776043775161,11.457108746815273,10,4.993656694083302,Pre-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Stopover,141184.6348232076,187053.78086571017,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,2016-11-30T10:41:01Z,9
6,3,4210_004,2017-05-09T10:23:06Z,2017-05-11T10:33:09Z,-82.5805771878929,-85.08059235745954,-80.19011178541838,32.84977059814914,29.456022834464676,37.185282678291436,11,2.0069811961523913,Pre-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Stopover,457312.12100322364,860417.270023692,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,2016-11-30T10:41:01Z,6
3,17,4210_004,2017-05-21T10:05:44Z,2017-05-24T01:10:42Z,-84.55699095329966,-86.43042817289793,-82.5403461949569,41.11969246519865,38.9666110154296,43.81944909129058,12,2.6284487174120215,Pre-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Stopover,326199.591616824,540215.4635070537,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,2016-11-30T10:41:01Z,3
17,NA,4210_004,2017-06-13T03:54:41Z,2017-06-26T08:44:16Z,-93.8313,-93.8277,-93.8277,58.71955,58.73192,58.73192,13,13.201104555502534,Breeding,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Breeding,0,0,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,NA,17
22,10,A,NA,NA,-72.815699,-72.8165699,-72.8165699,44.528354,44.528354,44.528354,1,NA,Pre-breeding migration,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Breeding,0,0,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,NA,22
10,7,A,2014-04-09T23:00:28Z,2014-05-06T22:56:06Z,-70.21049659368438,-70.5839350742945,-69.78670340987041,6.999067306275942,5.917780153130363,8.527967929041235,11,26.996958183604807,Non-breeding period,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Nonbreeding,88086.07859477233,290564.7740892255,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,3,0,2014-04-09T23:00:28Z,10
7,4,A,2014-05-08T10:01:57Z,2014-05-13T00:06:11Z,-78.11891631111763,-78.13227329833617,-78.11607543574198,26.725938846049832,26.701005800378788,26.732154908333666,12,4.5862696509697924,Pre-breeding migration,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Stopover,1610.5047826785753,3467.5028362018857,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,2014-04-09T23:00:28Z,7
4,22,A,2014-05-21T00:49:27Z,2014-05-23T09:40:34Z,-79.82325047223637,-81.40368657338168,-78.35622314099959,39.30030265541771,37.894465010730265,41.289781183367815,14,2.3688316476593414,Pre-breeding migration,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Stopover,262505.6093641707,377964.8674201781,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,2014-04-09T23:00:28Z,4
22,NA,A,2014-05-26T00:41:31Z,2014-06-04T08:58:08Z,-72.815699,-72.8165699,-72.8165699,44.528354,44.528354,44.528354,15,9.344870446288475,Breeding,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Breeding,0,0,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,NA,22
22,10,B,NA,NA,-72.815699,-72.815699,-72.815699,44.528354,44.528354,44.528354,1,NA,Pre-breeding migration,,2490-89933,NA,Setophaga,2013-06-18,4:45:00,2014-06-17,NA,2013-06-18,2014-06-17,2012-07-01,AHY,Adult,NA,12.8,Female ,striata,harness,44.528354,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,No ,120,NA,NA,Both,Yes,No,92.52512211,92.5,0.16,1000,20,3,1,0.9,250,14,FALSE,,Eastern,TRUE,FALSE,-72.815699,44.528354,2013-10-24,2014-04-19,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-25,2014-06-10,0,2013-09-03,NA,,,,,NA,2013-09-01,2013-11-01,2013-10-23,2013-10-24,good,Eastern Region,Breeding,0,0,2013-09-19T22:59:52Z,2014-05-11T00:17:12Z,NA,0,NA,22
10,4,B,2013-10-24T04:00:00Z,2014-04-19T10:26:30Z,-71.48206766962673,-71.6462290720232,-71.31758529530293,7.129852538222849,6.375931784572627,7.814305119735256,7,177.26840277777777,Non-breeding period,,2490-89933,NA,Setophaga,2013-06-18,4:45:00,2014-06-17,NA,2013-06-18,2014-06-17,2012-07-01,AHY,Adult,NA,12.8,Female ,striata,harness,44.528354,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,No ,120,NA,NA,Both,Yes,No,92.52512211,92.5,0.16,1000,20,3,1,0.9,250,14,FALSE,,Eastern,TRUE,FALSE,-72.815699,44.528354,2013-10-24,2014-04-19,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-25,2014-06-10,0,2013-09-03,NA,,,,,NA,2013-09-01,2013-11-01,2013-10-23,2013-10-24,good,Eastern Region,Nonbreeding,36301.56426757179,160118.98724092648,2013-09-19T22:59:52Z,2014-05-11T00:17:12Z,1,0,2013-10-24T04:00:00Z,10
